hair,feathers,eggs,milk,airbone,aquatic,predator,toothed,backbone,breathes,venomous,fins,legs,tail,domestic,catsize,target
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0
0.0,1.0,1.0,0.0,0.0,0.0,0.6118528947223795,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0
0.0,1.0,1.0,0.0,0.0,0.8605061393479582,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0
0.0,1.0,1.0,0.0,0.0,0.5439300157829641,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.5439300157829641,2.0
0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.2148240386069864,2.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0
0.0,1.0,1.0,0.0,0.0,0.4857655615863884,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.4857655615863884,2.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0
0.0,1.0,1.0,0.0,0.0,0.8294758763127085,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.8294758763127085,2.0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0
0.0,1.0,1.0,0.0,1.0,0.0,0.051114462746666756,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0
0.0,0.0,1.0,0.0,0.0,0.0,0.450499251969543,0.450499251969543,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.549500748030457,3.0
0.0,0.0,0.013264961159866528,0.0,0.0,0.9867350388401335,1.0,1.0,1.0,0.013264961159866528,0.9867350388401335,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,1.0,0.0,0.0,0.0,0.9422017556848528,0.9422017556848528,1.0,1.0,0.0,0.0,0.23119297726058896,1.0,0.0,0.05779824431514724,3.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5632882178455393,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,1.0,0.0,0.0,0.0,0.3854165025399161,0.3854165025399161,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.6145834974600839,3.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.9361349911191432,1.0,0.0,0.0,3.0
0.0,0.0,0.230893825622149,0.0,0.0,0.769106174377851,1.0,1.0,1.0,0.230893825622149,1.0,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,1.0,0.0,0.0,0.0,0.24102546602601171,0.24102546602601171,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.7589745339739883,3.0
0.0,0.0,1.0,0.0,0.0,0.0,0.6832635188254582,0.6832635188254582,1.0,1.0,0.0,0.0,1.2669459246981671,1.0,0.0,0.3167364811745418,3.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6099966577826209,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,0.8331949117361643,0.0,0.0,0.16680508826383567,1.0,1.0,1.0,0.8331949117361643,0.16680508826383567,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,1.0,0.0,0.0,0.0,0.17336465350777208,0.17336465350777208,1.0,1.0,0.0,0.0,3.3065413859689117,1.0,0.0,0.8266353464922279,3.0
0.0,0.0,1.0,0.0,0.0,0.0,0.3910606075732408,0.3910606075732408,1.0,1.0,0.0,0.0,2.435757569707037,1.0,0.0,0.6089393924267592,3.0
0.0,0.0,0.18223608778806233,0.0,0.0,0.8177639122119377,1.0,1.0,1.0,0.18223608778806233,1.0,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,0.24463858968234753,0.0,0.0,0.7553614103176525,1.0,1.0,1.0,0.24463858968234753,0.7553614103176525,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4251558744912447,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,0.7920583371318112,0.0,0.0,0.20794166286818883,1.0,1.0,1.0,0.7920583371318112,1.0,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,1.0,0.0,0.0,0.0,0.5677003278199915,0.5677003278199915,1.0,1.0,0.0,0.0,1.7291986887200341,1.0,0.0,0.43229967218000853,3.0
0.0,0.0,0.9686867075444414,0.0,0.0,0.03131329245555858,1.0,1.0,1.0,0.9686867075444414,0.03131329245555858,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,0.1577152254050015,0.0,0.0,0.8422847745949985,1.0,1.0,1.0,0.1577152254050015,1.0,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.44975413336976566,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6048497639981856,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2933645368248232,1.0,0.0,0.0,3.0
0.0,0.0,0.2727280041435791,0.0,0.0,0.7272719958564209,1.0,1.0,1.0,0.2727280041435791,0.7272719958564209,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,1.0,0.0,0.0,0.0,0.6734592311941646,0.6734592311941646,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.3265407688058354,3.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4295560255946006,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.9166629598967053,1.0,0.0,0.0,3.0
0.0,0.0,0.9611720243493491,0.0,0.0,0.03882797565065088,1.0,1.0,1.0,0.9611720243493491,1.0,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,1.0,0.0,0.0,0.0,0.8445338486781514,0.8445338486781514,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.1554661513218486,3.0
0.0,0.0,0.7473201101373809,0.0,0.0,0.25267988986261913,1.0,1.0,1.0,0.7473201101373809,0.25267988986261913,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,1.0,0.0,0.0,0.0,0.46030786761092024,0.46030786761092024,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.5396921323890798,3.0
0.0,0.0,0.5867511656638482,0.0,0.0,0.4132488343361518,1.0,1.0,1.0,0.5867511656638482,1.0,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.965255307264138,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,0.6070342476866847,0.0,0.0,0.3929657523133153,1.0,1.0,1.0,0.6070342476866847,1.0,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,1.0,0.0,0.0,0.0,0.27599918202254337,0.27599918202254337,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.7240008179774566,3.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2962735057040824,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.3816139906669127,1.0,0.0,1.0,0.0,1.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5332371067520201,1.0,0.0,1.0,0.0,1.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.3196924614122203,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.9867350388401335,1.0,0.0,1.0,0.0,1.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.05779824431514724,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.769106174377851,1.0,0.0,1.0,0.0,1.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.023062425041415757,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.47522533974161085,0.0,4.0,0.5247746602583891,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.6001390282847445,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,0.04666566321361543,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.026244481158540833,0.0,4.0,0.0,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,0.23277134043030423,1.0,1.0,1.0,0.23277134043030423,0.0,4.0,0.0,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.9093935654671792,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.3816139906669127,0.0,0.0,5.0
